fromBundle,cardinality,toBundle
da-uv-traeger-components.ui,22,tk.sys.viewagent
betriebsnummernverzeichnis.ui,52,tk.sys.viewagent
arbeitgeberleistung.ui,630,tk.sys.viewagent
unfall-auskunft.ui,28,tk.sys.viewagent
arbeitgeberbestandsfuehrung.ui.api,7,tk.sys.viewagent
arbeitsagentur.ui,145,tk.sys.viewagent
tk-vorsorge-planer.ui,205,tk.sys.viewagent
dividende.ui,111,tk.sys.viewagent
widerspruch.ui,3264,tk.sys.viewagent
meinetk.ui,1139,tk.sys.viewagent
rechtsakte.ui,74,tk.sys.viewagent
prozess.ui.api,12,tk.sys.viewagent
dokumentenklasse.ui,739,tk.sys.viewagent
testdaten-versorgungsbezug-meldungen.ui,39,tk.sys.viewagent
kostenerstattungswahl.ui,131,tk.sys.viewagent
unfall.ui,4159,tk.sys.viewagent
kostenerstattung.ui,1155,tk.sys.viewagent
geschaeftspartner-vertreterauskunft.ui,203,tk.sys.viewagent
tk.sys.gui.editpattern.qs,159,tk.sys.viewagent
diga.ui,475,tk.sys.viewagent
leistungsmanagement.ui.qs,14,tk.sys.viewagent
tk.sys.daemon,58,tk.sys.viewagent
sozv-meldungen.ui.qs,8,tk.sys.viewagent
krankenkassenverzeichnis.ui,1165,tk.sys.viewagent
kur.ui.qs,329,tk.sys.viewagent
organisationsverwaltung.ui,603,tk.sys.viewagent
tk.tool.pdfforms,37,tk.sys.viewagent
tk.sys.application.qs,58,tk.sys.viewagent
fusionsarchiv-beitrag.ui,134,tk.sys.viewagent
arbeitgeberbestandsfuehrung.ui,2099,tk.sys.viewagent
datenaustausch-eel.ui,1818,tk.sys.viewagent
kunde-vor-ort.ui,78,tk.sys.viewagent
leistungsmanagement.ui,1236,tk.sys.viewagent
vorgang.ui.qs,54,tk.sys.viewagent
prozess.ui,245,tk.sys.viewagent
arbeitgeberleistung-antrag-suche.ui,59,tk.sys.viewagent
hilfsmittelversorgung.ui.qs,1,tk.sys.viewagent
versorgungsbezug-meldungen.ui,300,tk.sys.viewagent
vertrieb.ui.api,4,tk.sys.viewagent
seminarverwaltung-pin-auskunft.ui,13,tk.sys.viewagent
sonstigerleistungserbringer.ui,28,tk.sys.viewagent
meldungen-basis.ui.api,3,tk.sys.viewagent
testdaten-diga.ui,78,tk.sys.viewagent
medizinproduktregress.ui.impl,1,tk.sys.viewagent
geschaeftspartner.ui.qs,107,tk.sys.viewagent
vollstreckung.ui,43,tk.sys.viewagent
korrespondenz.ui.api,1,tk.sys.viewagent
chroniker.ui,198,tk.sys.viewagent
gesundheitsprojekte.ui,1333,tk.sys.viewagent
beitragserstattung-aus-rente.ui,459,tk.sys.viewagent
testdaten-krankenhausaufenthalt.ui.impl,112,tk.sys.viewagent
krankenhausaufenthalt.ui,7977,tk.sys.viewagent
mutterschaftsgeld.ui,7,tk.sys.viewagent
praevention.ui,3,tk.sys.viewagent
vertriebspartner.ui.impl,1453,tk.sys.viewagent
abr-sonst-leistungserbringer.ui.impl,2,tk.sys.viewagent
dokumentenarchiv.ui,1179,tk.sys.viewagent
tk.sys.workitem,338,tk.sys.viewagent
leistungsrueckforderung.ui,1629,tk.sys.viewagent
fahrkosten.ui.impl,1,tk.sys.viewagent
gesundheitskarte.ui,55,tk.sys.viewagent
krankenkassenverzeichnis-components.ui,84,tk.sys.viewagent
tk-patientenquittung.ui,3,tk.sys.viewagent
systemanforderungen.ui,656,tk.sys.viewagent
crm.ui,4899,tk.sys.viewagent
versorgungsabrechnung.ui.impl,1497,tk.sys.viewagent
gesundheitsprojekte-suche.ui,59,tk.sys.viewagent
sozialhilfetraeger.ui,2,tk.sys.viewagent
duebak-meldungen.ui,13,tk.sys.viewagent
prozessdatencontainer.ui,15,tk.sys.viewagent
uvtraeger.ui.impl,1,tk.sys.viewagent
haeusliche-krankenpflege.ui,4698,tk.sys.viewagent
gutachterverzeichnis-components.ui,48,tk.sys.viewagent
tk.sys.gui.mainframe,93,tk.sys.viewagent
haushaltshilfe.ui,857,tk.sys.viewagent
korrespondenzpartner.ui.qs,14,tk.sys.viewagent
hzv.ui,221,tk.sys.viewagent
behandlerverzeichnis-components.ui,81,tk.sys.viewagent
dhd.ui.impl,3,tk.sys.viewagent
mdkverzeichnis-components.ui,22,tk.sys.viewagent
tk.sys.gui.application.qs,2,tk.sys.viewagent
tk.sys.gui.sapgetktolast.test,4,tk.sys.viewagent
datenaustausch-finanzverwaltung.ui,516,tk.sys.viewagent
da-basis.ui,91,tk.sys.viewagent
gesundheitsdividende.ui,18,tk.sys.viewagent
arbeitgeberbestandsfuehrung-einstieg.ui,547,tk.sys.viewagent
insolvenzmanagement-components.ui,67,tk.sys.viewagent
uicomponents.ui.qs,140,tk.sys.viewagent
fusionsarchiv-krankenhaus.ui,420,tk.sys.viewagent
tk.sys.gui.client,10,tk.sys.viewagent
gerichtsverzeichnis.ui.impl,18,tk.sys.viewagent
tk.sys.gui.infoframe.qs,4,tk.sys.viewagent
prozess.ui.qs,64,tk.sys.viewagent
geschaeftspartner-vertreterauskunft.ui.qs,73,tk.sys.viewagent
tk.sys.gui.ctiframework.test,54,tk.sys.viewagent
dokumentenarchiv.biz.qs,48,tk.sys.viewagent
krebsregister.ui.qs,120,tk.sys.viewagent
da-aerzte-hzv.ui,422,tk.sys.viewagent
leistungsaushilfe-ausland.ui,561,tk.sys.viewagent
releasetest.ui,12,tk.sys.viewagent
gutachterverzeichnis.ui,351,tk.sys.viewagent
tk-termin.ui.impl,70,tk.sys.viewagent
tkkonto.ui,3616,tk.sys.viewagent
korrespondenz.ui,1337,tk.sys.viewagent
tk.de.ui,123,tk.sys.viewagent
schulung,258,tk.sys.viewagent
arbeitgeberbeitrag-suche.ui,37,tk.sys.viewagent
da-aerzte-asv.ui,492,tk.sys.viewagent
bonusprogramm.ui,620,tk.sys.viewagent
tk.sys.gui.print.qs,19,tk.sys.viewagent
eessi-institution.ui,112,tk.sys.viewagent
stoppuhr.ui,135,tk.sys.viewagent
psychotherapie.ui.qs,1,tk.sys.viewagent
ik-inhaber-verzeichnis.ui,27,tk.sys.viewagent
schriftgut-archiv.ui,181,tk.sys.viewagent
mbkarchiv.ui,12,tk.sys.viewagent
organisationsverwaltung-components.ui,154,tk.sys.viewagent
da-basis.ui.qs,62,tk.sys.viewagent
viewagent.imageviewer,72,tk.sys.viewagent
uicomponents.ui,99,tk.sys.viewagent
geschaeftspartner-application.ui,226,tk.sys.viewagent
tk.sys.gui.framework.qs,41,tk.sys.viewagent
gkkmitgliederarchiv.ui,206,tk.sys.viewagent
versorgungsangebot-components.ui,130,tk.sys.viewagent
insolvenzmanagement.ui,2025,tk.sys.viewagent
fusionsarchiv-leistung.ui,122,tk.sys.viewagent
haushaltshilfe.ui.qs,15,tk.sys.viewagent
fahrkosten.ui.api,4,tk.sys.viewagent
dokumentenarchiv.ui.qs,36,tk.sys.viewagent
portal.ui,4,tk.sys.viewagent
vertrieb.ui,2585,tk.sys.viewagent
zuzahlung.ui,1552,tk.sys.viewagent
haertefall.ui,639,tk.sys.viewagent
ik-inhaber-verzeichnis-suche.ui,17,tk.sys.viewagent
tk.sys.test.gui,35,tk.sys.viewagent
leistungsuebersicht.ui,175,tk.sys.viewagent
testdaten-versicherter.ui,157,tk.sys.viewagent
zusatzvertrag.ui,1835,tk.sys.viewagent
tk.sys.gui.editpattern.test,867,tk.sys.viewagent
fusionsarchiv-pflegeperson.ui,8,tk.sys.viewagent
pflegeunterstuetzungsgeld.ui,441,tk.sys.viewagent
mitgliederbeitrag.ui,602,tk.sys.viewagent
apotheke.ui,3822,tk.sys.viewagent
kassenwechselmeldungen.ui.impl,320,tk.sys.viewagent
gesundheitskarte.ui.qs,4,tk.sys.viewagent
fusionsarchiv-allgemein.ui,6,tk.sys.viewagent
kieferorthopaedie.ui,1417,tk.sys.viewagent
da-zahnaerzte.biz.qs,2,tk.sys.viewagent
vorgang.ui,1566,tk.sys.viewagent
psychotherapie.ui,1226,tk.sys.viewagent
arbeitsunfaehigkeit.ui,3393,tk.sys.viewagent
rvtraeger.ui,31,tk.sys.viewagent
kv-verzeichnis.ui,72,tk.sys.viewagent
tk.tool.eaimessage,242,tk.sys.viewagent
kurverzeichnis.ui,989,tk.sys.viewagent
gebuehrenordnung.ui,662,tk.sys.viewagent
schnellerfassung.ui.qs,12,tk.sys.viewagent
begleiter.ui,32,tk.sys.viewagent
tk.sys.gui.process,77,tk.sys.viewagent
da-sonstigeleistungserbringer.ui,91,tk.sys.viewagent
sonstige-leistung.ui,1935,tk.sys.viewagent
vorgang-application.ui,323,tk.sys.viewagent
mitgliederbeitrag.ui.qs,14,tk.sys.viewagent
vorgang.ui.api,7,tk.sys.viewagent
versichertenbestandsfuehrung-components.ui,111,tk.sys.viewagent
akquise.ui.impl,678,tk.sys.viewagent
tk.sys.gui.infoframe,401,tk.sys.viewagent
mitteilungsmanagement.ui,65,tk.sys.viewagent
crm.ui.qs,66,tk.sys.viewagent
korrespondenz-fachbezug.ui,35,tk.sys.viewagent
organisationsverwaltung-components.ui.qs,4,tk.sys.viewagent
fusionsarchiv-arbeitgeberleistung.ui,26,tk.sys.viewagent
praevention.ui.qs,1,tk.sys.viewagent
crm-kontaktauswahl.ui,104,tk.sys.viewagent
tk.sys.gui.versladentest.test,9,tk.sys.viewagent
selvteilnahme.ui.qs,37,tk.sys.viewagent
gebietsabgrenzung.ui,39,tk.sys.viewagent
kur.ui,4190,tk.sys.viewagent
leistungen-components.ui,119,tk.sys.viewagent
meldungen-basis.ui,1,tk.sys.viewagent
schnellerfassung.ui,70,tk.sys.viewagent
beitrag.ui,107,tk.sys.viewagent
mandatsakte.ui.qs,14,tk.sys.viewagent
krankenhausaufenthalt-components.ui,69,tk.sys.viewagent
tk.sys.daemon.qs,11,tk.sys.viewagent
rente.ui,1380,tk.sys.viewagent
da-mitteilungsverfahren-rv.ui.impl,46,tk.sys.viewagent
unfall.ui.qs,92,tk.sys.viewagent
interessent.ui,47,tk.sys.viewagent
kostenerstattung.biz,10,tk.sys.viewagent
sap-eam-stammdaten.ui,140,tk.sys.viewagent
pflegeversicherung.ui,7867,tk.sys.viewagent
kur-components.ui,251,tk.sys.viewagent
testdatenmanagement.ui,68,tk.sys.viewagent
hilfsmittelversorgung.ui,2323,tk.sys.viewagent
behandlerverzeichnis.ui,353,tk.sys.viewagent
viewagent.notifications,27,tk.sys.viewagent
zahnersatz-components.ui,54,tk.sys.viewagent
tk.sys.gui.uiserver.qs,2,tk.sys.viewagent
eingabe-protokoll.ui,63,tk.sys.viewagent
datenaustausch-eessi.ui,2766,tk.sys.viewagent
tk.sys.cti,24,tk.sys.viewagent
fusionsarchiv-crm.ui,8,tk.sys.viewagent
sozialversicherungsabkommen.ui,316,tk.sys.viewagent
tk.sys.gui.uiserver,26,tk.sys.viewagent
versichertenbestandsfuehrung.ui.qs,44,tk.sys.viewagent
vertriebspartner.biz.qs,1,tk.sys.viewagent
tk.sys.gui.editpattern,373,tk.sys.viewagent
konfigurierbare-leistung.ui,216,tk.sys.viewagent
tk.sys.gui.test.suites,13,tk.sys.viewagent
external-application.ui,1,tk.sys.viewagent
hilfsmittelverzeichnis.ui,316,tk.sys.viewagent
tk.sys.workitem.test,191,tk.sys.viewagent
diseasemanagement.ui,498,tk.sys.viewagent
mitteilungsmanagement.ui.qs,13,tk.sys.viewagent
mdkverzeichnis.ui,537,tk.sys.viewagent
tk.sys.gui.test,164,tk.sys.viewagent
tk.sys.gui.gbo,13,tk.sys.viewagent
versorgungsangebot.ui,1464,tk.sys.viewagent
rechnungswesen.ui,4669,tk.sys.viewagent
bankverzeichnis-components.ui,5,tk.sys.viewagent
tk.sys.workitem.qs,5,tk.sys.viewagent
tk.qs.sys.boi.test,4,tk.sys.viewagent
zentralregistratur.ui,555,tk.sys.viewagent
fusionsarchiv-dmp.ui,35,tk.sys.viewagent
fv-meldungen.ui,221,tk.sys.viewagent
kim-log.ui.impl,276,tk.sys.viewagent
testdaten-kur.ui,20,tk.sys.viewagent
zentralregistratur.ui.qs,38,tk.sys.viewagent
tk.sys.gui.infotree,162,tk.sys.viewagent
kurverzeichnis.ui.qs,11,tk.sys.viewagent
selvabrechnung.ui,554,tk.sys.viewagent
entsendung.ui,1400,tk.sys.viewagent
tk.batch.auskunft,112,tk.sys.viewagent
bankverzeichnis.ui,57,tk.sys.viewagent
datenaustausch-eessi.ui.qs,2,tk.sys.viewagent
zahnersatz.ui,1235,tk.sys.viewagent
uvtraeger.biz,1,uvtraeger.biz.api
uvtraeger.ui.impl,1,uvtraeger.biz.api
uvtraeger.ui.api,1,uvtraeger.biz.api
datenaustausch-eessi.biz.qs,14,eessi-institution.biz.qs
datenaustausch-eessi.ui.qs,22,eessi-institution.biz.qs
tk.batch.run,3,jakarta.jms-api
tk.sys.eai.adapter.batch.qs,14,jakarta.jms-api
tk.sys.util,6,jakarta.jms-api
tk.sys.transaction,28,jakarta.jms-api
tk.sys.eai.adapter.base,14,jakarta.jms-api
tk.sys.eai.adapter.vinna.qs,3,jakarta.jms-api
tk.batch.zos.adapter,5,jakarta.jms-api
tk.sys.eai.adapter.host,3,jakarta.jms-api
tk.sys.eai.transport.aq,43,jakarta.jms-api
tk.sys.eai.adapter.vinna,5,jakarta.jms-api
tk.sys.eai.service,10,jakarta.jms-api
tk.sys.eai.adapter.queueinbox,6,jakarta.jms-api
tk.sys.eai.adapter.batch,9,jakarta.jms-api
tk.sys.eai.transport.aq.qs,24,jakarta.jms-api
tk.sys.eai.transport.jms,145,jakarta.jms-api
neuaufnahmemanager.ui,400,neuaufnahmemanager.biz
akquise.biz.impl,10,neuaufnahmemanager.biz
vertrieb.biz.qs,645,neuaufnahmemanager.biz
versichertenbestandsfuehrung.ui,1,neuaufnahmemanager.biz
neuaufnahmemanager.ext.inbound,38,neuaufnahmemanager.biz
vertriebspartner.ui.impl,10,neuaufnahmemanager.biz
prozessdatencontainer.ui,12,neuaufnahmemanager.biz
neuaufnahmemanager.biz.qs,930,neuaufnahmemanager.biz
interessent-pflege.biz,3,neuaufnahmemanager.biz
vertrieb.ui,12,neuaufnahmemanager.biz
vertrieb.biz,135,neuaufnahmemanager.biz
akquise.ui.impl,1,neuaufnahmemanager.biz
vertriebspartner.biz,33,neuaufnahmemanager.biz
vertriebspartner.biz.qs,4,neuaufnahmemanager.biz
inbound-versicherter.ext.inbound,98,neuaufnahmemanager.biz
leistungen-basis.ui,1,tkschriftgut.type
crm-components.ui,1,tkschriftgut.type
schriftgut-archiv.biz,22,tkschriftgut.type
dokumentenaufnahme.biz,2,tkschriftgut.type
schriftgut-archiv.biz.qs,55,tkschriftgut.type
leistungen-basis.biz.qs,3,tkschriftgut.type
tkschriftgut-basis.biz,57,tkschriftgut.type
gesundheitskarte.biz.qs,250,tkschriftgut.type
schriftgut.ui,22,tkschriftgut.type
leistungen-basis.biz,22,tkschriftgut.type
prozessdatencontainer.biz,22,tkschriftgut.type
pcschriftgut-extern.biz,10,tkschriftgut.type
dokumentenarchiv.ui,3,tkschriftgut.type
gesundheitskarte.ui,1,tkschriftgut.type
gesundheitskarte.biz,48,tkschriftgut.type
korrespondenz.ui,10,tkschriftgut.type
schriftgut-archiv.ui,14,tkschriftgut.type
gesundheitskarte.ui.qs,2,tkschriftgut.type
selvabrechnung.biz,1,tkschriftgut.type
krankenhausaufenthalt.biz,1,tkschriftgut.type
melderegisterabgleich.biz.qs,16,melderegisterabgleich.biz.impl
melderegisterabgleich.ui.impl,75,melderegisterabgleich.biz.impl
everordnungmanager.ui.qs,29,everordnungmanager.ui.impl
selvteilnahme.ui,166,versorgungsangebot.ui
versorgungsangebot.ui.qs,1239,versorgungsangebot.ui
selvteilnahme.ui.qs,1,versorgungsangebot.ui
rsa-clearing.ui,2,versichertenbestandsfuehrung.ui.api
versichertenbestandsfuehrung.ui,154,versichertenbestandsfuehrung.ui.api
sozv-meldungen.ui,5,versichertenbestandsfuehrung.ui.api
crm.ui,7,versichertenbestandsfuehrung.ui.api
duebak-meldungen.ui,30,versichertenbestandsfuehrung.ui.api
da-beitragsdifferenzierung-pv.ui.impl,3,versichertenbestandsfuehrung.ui.api
akquise.ui.impl,45,versichertenbestandsfuehrung.ui.api
versichertenbestandsfuehrung.ui.qs,22,versichertenbestandsfuehrung.ui.api
everordnungmanager.biz.qs,595,everordnungmanager.biz.impl
everordnungmanager.ui.qs,53,everordnungmanager.biz.impl
everordnungmanager.ext.inbound.qs,45,everordnungmanager.biz.impl
everordnungmanager.ui.impl,71,everordnungmanager.biz.impl
everordnungmanager.ext.inbound,14,everordnungmanager.biz.impl
rehasport.ui.impl,79,rehasport.proc
leistungsuebersicht-impl.biz,5,psychotherapie.biz
psychotherapie.biz.qs,7357,psychotherapie.biz
diga.ui,2,psychotherapie.biz
kur.biz.qs,12,psychotherapie.biz
psychotherapie.ui.qs,13,psychotherapie.biz
psychotherapie.ui,4672,psychotherapie.biz
kur.biz,18,psychotherapie.biz
krankenhausaufenthalt.biz,10,psychotherapie.biz
apothekenabrechnung.biz.qs,27,apothekenabrechnung.biz.qs.api
diga.ext.inbound.qs,6,diga.ext.inbound
fusionsarchiv-stammdaten.ui,6,fusionsarchiv-dmp.biz
fusionsarchiv-dmp.ui,78,fusionsarchiv-dmp.biz
TKeasyBootstrap,3,hotswap-agent-core
diseasemanagement.ui.qs,59,diseasemanagement.ui
crm.ui,6,diseasemanagement.ui
schriftgut-archiv.biz,10,schriftgut.biz
schriftgut.biz.qs,12,schriftgut.biz
pcschriftgut-extern.biz,14,schriftgut.biz
datenaustausch-finanzverwaltung.biz.qs,3,dokumentenklasse.biz
einstufungsverlauf.biz,11,dokumentenklasse.biz
vorgang-intern.biz.qs,1,dokumentenklasse.biz
apothekenabrechnung.biz,11,dokumentenklasse.biz
korrespondenz.ui.qs,31,dokumentenklasse.biz
crm-components.ui,24,dokumentenklasse.biz
einstufungsverlauf.ui.qs,1,dokumentenklasse.biz
schriftgut-archiv.biz,5,dokumentenklasse.biz
unfall.biz,48,dokumentenklasse.biz
rsa-clearing.ui,10,dokumentenklasse.biz
zuzahlung.biz,7,dokumentenklasse.biz
arbeitgeberbeitrag.biz,9,dokumentenklasse.biz
haertefall.proc,5,dokumentenklasse.biz
kinderkrankengeld.biz,1,dokumentenklasse.biz
dokumentenaufnahme.biz,482,dokumentenklasse.biz
akquise.biz.impl,2,dokumentenklasse.biz
dokumentenaufnahme.biz.qs,161,dokumentenklasse.biz
entsendung.biz.qs,1,dokumentenklasse.biz
korrespondenz.biz,82,dokumentenklasse.biz
kinderkrankengeld.proc.qs,4,dokumentenklasse.biz
mandatsakte.biz,6,dokumentenklasse.biz
kinderkrankengeld.ui,32,dokumentenklasse.biz
haeusliche-krankenpflege.biz,18,dokumentenklasse.biz
crmbasis.biz,79,dokumentenklasse.biz
meinetk.biz,10,dokumentenklasse.biz
gesundheitskarte.biz.qs,25,dokumentenklasse.biz
da-zahnaerzte.ui,10,dokumentenklasse.biz
pzr.biz.impl,2,dokumentenklasse.biz
einstufungsverlauf.ui,7,dokumentenklasse.biz
versichertenbestandsfuehrung.ui,10,dokumentenklasse.biz
crm.biz,11,dokumentenklasse.biz
vorgang-components.ui,7,dokumentenklasse.biz
arbeitgeberleistung.ui,10,dokumentenklasse.biz
meinetk.web.qs,45,dokumentenklasse.biz
diga.biz.qs,2,dokumentenklasse.biz
korrespondenz.biz.qs,65,dokumentenklasse.biz
dokumentenklasse.biz.qs,228,dokumentenklasse.biz
widerspruch.ui,18,dokumentenklasse.biz
korrespondenz-basis.biz.qs,13,dokumentenklasse.biz
dokumentenklasse.ui,1602,dokumentenklasse.biz
datenaustausch-eessi.biz,6,dokumentenklasse.biz
unfall.ui,3,dokumentenklasse.biz
kur.ui.qs,5,dokumentenklasse.biz
datenaustausch-eel.ui,3,dokumentenklasse.biz
vorgang.ui.qs,8,dokumentenklasse.biz
vorgang.biz,14,dokumentenklasse.biz
everordnungmanager.biz.qs,8,dokumentenklasse.biz
pzr.proc,7,dokumentenklasse.biz
korrespondenz.ui.api,4,dokumentenklasse.biz
erv.biz.api,1,dokumentenklasse.biz
zuzahlung.biz.qs,9,dokumentenklasse.biz
mutterschaftsgeld.ui,4,dokumentenklasse.biz
vertriebspartner.ui.impl,5,dokumentenklasse.biz
dokumentenarchiv.ui,362,dokumentenklasse.biz
gesundheitskarte.ui,3,dokumentenklasse.biz
dhd.biz.impl,1,dokumentenklasse.biz
crm.ui,81,dokumentenklasse.biz
versorgungsabrechnung.ui.impl,1,dokumentenklasse.biz
leistungsmanagement.biz,6,dokumentenklasse.biz
sozialhilfetraeger.ui,10,dokumentenklasse.biz
prozessdatencontainer.ui,5,dokumentenklasse.biz
bonusprogramm.biz,13,dokumentenklasse.biz
haeusliche-krankenpflege.ui,11,dokumentenklasse.biz
mitteilungsmanagement.biz.qs,8,dokumentenklasse.biz
ki-pilot.biz,6,dokumentenklasse.biz
crm.ext.inbound,6,dokumentenklasse.biz
datenaustausch-finanzverwaltung.ui,10,dokumentenklasse.biz
haertefall.biz,10,dokumentenklasse.biz
praevention.biz.qs,8,dokumentenklasse.biz
dokumentenaufnahme.ui.impl,2,dokumentenklasse.biz
gesundheitskarte.biz,27,dokumentenklasse.biz
rechnungswesen.biz.qs,2,dokumentenklasse.biz
krankenhausaufenthalt.biz.qs,1,dokumentenklasse.biz
dokumentenarchiv.biz.qs,9,dokumentenklasse.biz
arbeitsunfaehigkeit.biz,23,dokumentenklasse.biz
diseasemanagement.biz,14,dokumentenklasse.biz
haertefall.ui.qs,29,dokumentenklasse.biz
korrespondenz-vorlagen.generiert,10102,dokumentenklasse.biz
leistungsrueckforderung.biz,16,dokumentenklasse.biz
vorgang-intern.biz,3,dokumentenklasse.biz
tkkonto.ui,10,dokumentenklasse.biz
korrespondenz.ui,71,dokumentenklasse.biz
bonusprogramm.ui,6,dokumentenklasse.biz
prozess.biz.qs,3,dokumentenklasse.biz
crmbasis.biz.qs,37,dokumentenklasse.biz
datenaustausch-eel.biz.impl,10,dokumentenklasse.biz
haertefall.proc.qs,7,dokumentenklasse.biz
geschaeftspartner.biz.qs,3,dokumentenklasse.biz
tkkonto.biz,8,dokumentenklasse.biz
diga.biz,2,dokumentenklasse.biz
leistung-uebergreifend.biz.qs,13,dokumentenklasse.biz
diseasemanagement.biz.qs,14,dokumentenklasse.biz
dokumentenarchiv.ui.qs,2,dokumentenklasse.biz
vertrieb.ui,10,dokumentenklasse.biz
haertefall.ui,19,dokumentenklasse.biz
sonstige-leistung.biz,6,dokumentenklasse.biz
dokumentenaufnahme-uebergreifend.biz,9,dokumentenklasse.biz
versichertenbestandsfuehrung.biz,20,dokumentenklasse.biz
rechnungswesen.biz,1,dokumentenklasse.biz
hilfsmittelversorgung.biz.qs,11,dokumentenklasse.biz
entsendung.biz,4,dokumentenklasse.biz
dokumentenarchiv.biz,242,dokumentenklasse.biz
eel.biz.qs,1,dokumentenklasse.biz
vorgang.ui,57,dokumentenklasse.biz
psychotherapie.ui,10,dokumentenklasse.biz
arbeitsunfaehigkeit.ui,59,dokumentenklasse.biz
vertrieb.biz,2,dokumentenklasse.biz
tracking.biz.qs,6,dokumentenklasse.biz
sonstige-leistung.ui,7,dokumentenklasse.biz
eel-basis.biz,1,dokumentenklasse.biz
praevention.proc.qs,8,dokumentenklasse.biz
vorgang-application.ui,39,dokumentenklasse.biz
vorgang.ui.api,1,dokumentenklasse.biz
crm.ui.qs,7,dokumentenklasse.biz
korrespondenz-basis.biz,12,dokumentenklasse.biz
vertriebspartner.biz,4,dokumentenklasse.biz
sozv-meldungen.biz,1,dokumentenklasse.biz
einstufungsverlauf.biz.qs,11,dokumentenklasse.biz
zahnersatz.biz,25,dokumentenklasse.biz
kur.ui,38,dokumentenklasse.biz
prozessereignismanager.proc.qs,3,dokumentenklasse.biz
arbeitsunfaehigkeit.biz.qs,6,dokumentenklasse.biz
kur.biz,35,dokumentenklasse.biz
dokumentenklasse.ui.impl,204,dokumentenklasse.biz
mutterschaftsgeld.biz.qs,11,dokumentenklasse.biz
bonusprogramm.biz.qs,27,dokumentenklasse.biz
geschaeftspartner.ext.inbound,3,dokumentenklasse.biz
unfall.biz.qs,13,dokumentenklasse.biz
kinderkrankengeld.biz.qs,4,dokumentenklasse.biz
pflegeversicherung.ui,18,dokumentenklasse.biz
leistungsrueckforderung.biz.qs,2,dokumentenklasse.biz
leistung-uebergreifend.biz,7,dokumentenklasse.biz
datenaustausch-eel.biz.qs,7,dokumentenklasse.biz
versichertenbestandsfuehrung.biz.qs,1,dokumentenklasse.biz
erv.biz.impl,11,dokumentenklasse.biz
versichertenbestandsfuehrung.ui.qs,3,dokumentenklasse.biz
vertriebspartner.biz.qs,2,dokumentenklasse.biz
vertrieb.biz.qs.api,14,dokumentenklasse.biz
inbound-versicherter.ext.inbound,12,dokumentenklasse.biz
konfigurierbare-leistung.ui,8,dokumentenklasse.biz
psychotherapie.biz,7,dokumentenklasse.biz
rehasport.proc,6,dokumentenklasse.biz
everordnungmanager.biz.impl,4,dokumentenklasse.biz
versorgungsangebot.ui,2,dokumentenklasse.biz
meinetk.web,59,dokumentenklasse.biz
