bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
tk.sys.boi.annotation,DEV-FRAMEWORK/CORE,322,IT.AF.FRW,Framework Server
gesundheitskarte.ext.outbound,DEV-APP/EXT-OUTBOUND,590,IT.TA.KEGK,Gesundheitskarte (eGK)
testdaten-versorgungsbezug-meldungen.ui,DEV-APP/UI/TESTDATEN,1388,IT.TA.KMEL,Versorgungsbezug-Meldungen
jakarta.websocket-client-api,EXTERNAL,157,Unbekannt,Unbekannt
au-steuerung.proc.qs,QS-APP/BIZ-TOP,1738,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
datenaustausch-eessi.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,995,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
prozess-tutorial.ui.qs,QS-MISC/SCHULUNG/PIF,1952,IT.AF.PEP,Prozess-Tutorial
korrespondenz-basis.biz.qs,QS-APP/BIZ,1499,IT.BA.DOC,Kiss24-TKeasy
neuaufnahmemanager.ext.inbound,DEV-APP/EXTERN/INBOUND,1091,IT.TA.KEGK,Neuaufnahmemanager
mitteilungsmanagement-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,834,IT.TA.GL,Mitteilungsmanagement
vertriebspartner.ext.inbound,DEV-APP/EXTERN/INBOUND,1088,IT.TA.BCRM,Vertriebsmanagement
generische-kostenerstattung.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,874,IT.PM.PJ,Generische Kostenerstattung
xmlgraphics-commons,EXTERNAL,200,Unbekannt,Unbekannt
tk.sys.core.qs,QS-FRAMEWORK/QS,551,IT.AF.FRW,Framework Server
tkx.showcase.qs,QS-FRAMEWORK/QS,558,IT.AF.FRW,Framework GUI
widerspruch.ui,DEV-APP/UI/APPLICATION,1234,IT.TA.WAVE,Widerspruchsbearbeitung
base32check-java,EXTERNAL,227,Unbekannt,Unbekannt
bankverzeichnis.ext.inbound.qs,QS-APP/EXTERN,1934,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
gesundheitsdividende.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,845,IT.TA.BCRM,Gesundheitsdividende
korrespondenz.biz.qs,QS-APP/BIZ,1500,IT.BA.DOC,Kiss24-TKeasy
bcpkix-jdk18on,EXTERNAL,45,Unbekannt,Unbekannt
dokumentenaufnahme.biz.qs.api,QS-APP/BIZ,1465,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
prozess.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,655,IT.AF.PEP,Geschaeftsprozess
tk.sys.cid,DEV-FRAMEWORK/SERVER,366,IT.AF.FRW,Framework Server
tk.sys.gui.component.timeline,DEV-FRAMEWORK/GUI-CORE,429,IT.AF.FRW,Framework GUI
akquise.proc.qs,QS-APP/BIZ-TOP,1736,IT.TA.BCRM,CRM-Akquisemanager
tk.eai.api,DEV-FRAMEWORK/API/EAI-API,310,IT.AF.FRW,Framework EAI
arbeitsagentur.ui,DEV-APP/UI/APPLICATION,1361,IT.TA.WAVE,Betriebsnummern-Verzeichnis
leistungssystem.ui.qs.api,QS-APP/UI,1836,IT.TA.LEBQ,Leistungssystem
jetty-jmx,EXTERNAL,148,Unbekannt,Unbekannt
com.sun.xml.bind.jaxb-impl,EXTERNAL,100,Unbekannt,Unbekannt
datenaustausch-eessi-basis.biz.qs,QS-APP/BIZ,1704,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
tk.sys.boi.base,DEV-FRAMEWORK/CORE,321,IT.AF.FRW,Framework Server
TKeasyStartup,DEV-FRAMEWORK/STARTUP,477,IT.AF.FRW,Framework Server
jgiven-junit,EXTERNAL/TEST_ONLY/JGIVEN,289,Unbekannt,Unbekannt
unfall-auskunft.ui,DEV-APP/UI/COMPONENT,1167,IT.TA.LEBQ,Unfall
dhd.biz.qs,QS-APP/BIZ,1657,IT.TA.BCRM,Digital Service Solutions (DSS)
jakarta.activation-api,EXTERNAL,98,Unbekannt,Unbekannt
leistungen-basis.proc.qs,QS-APP/BIZ-TOP,1722,IT.TA.LEBQ,Leistungen-Basis
dokumentenarchiv.ext.outbound,DEV-APP/EXT-OUTBOUND,588,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.sys.injection,DEV-FRAMEWORK/CORE,323,IT.AF.FRW,Framework Server
entsendung.ui.qs,QS-APP/UI,1898,IT.TA.KMEL,Entsendung
BoiExtender,DEV-FRAMEWORK/SERVER,359,IT.AF.FRW,Framework Server
krebsregister-stammdaten.biz.qs,QS-APP/BIZ,1674,IT.TA.LEVE,Krebsregister
batik-all,EXTERNAL/JAXFRONT,264,Unbekannt,Unbekannt
diseasemanagement.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,851,IT.TA.WAVE,Diseasemanagement-Programme
vps.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,827,IT.TA.LEVE,Vorpruefsoftware
tk.db.statistic,DEV-FRAMEWORK/DB,338,IT.AF.FRW,Framework Persistenz
fusionsarchiv-beleg.ui,DEV-APP/UI/APPLICATION,1283,IT.TA.KEGK,Fusionsarchiv
tk.sys.eai.base,DEV-FRAMEWORK/CORE,325,IT.AF.FRW,Framework EAI
kunde-vor-ort.biz,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,740,IT.TA.BCRM,CRM-Empfangssteuerung
arbeitsunfaehigkeit.ui.qs,QS-APP/UI,1819,IT.TA.GL,Arbeitsunfaehigkeit
diga.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1053,IT.TA.ZED,Digitale Gesundheitsanwendung
arbeitgeberbestandsfuehrung.biz.qs,QS-APP/BIZ,1493,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
leistungen-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,811,IT.TA.LEBQ,Leistungen-Basis
da-aerzte-kollektiv.biz.qs,QS-APP/BIZ,1635,IT.TA.LEVE,DA Ärzte / Einzelfallnachweis
tk.sys.viewagent.qs,QS-FRAMEWORK/QS,542,IT.AF.FRW,Framework GUI
testdaten-korrespondenz.biz,DEV-APP/BIZ/TESTDATEN,1066,IT.BA.DOC,Kiss24-TKeasy
versicherter.type,DEV-TYPE,564,IT.TA.KEGK,Versichertenbestandsfuehrung
javax.xml.bind-api,EXTERNAL/RUNTIME,296,Unbekannt,Unbekannt
leistungssystem.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,807,IT.TA.LEBQ,Leistungssystem
org.glassfish.gmbal.gmbal-api-only,EXTERNAL,111,Unbekannt,Unbekannt
org.eclipse.jdt.junit4.runtime,EXTERNAL,180,Unbekannt,Unbekannt
gesundheitskarte.biz.api,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,728,IT.TA.KEGK,Gesundheitskarte (eGK)
krankenhausverzeichnis.ui,DEV-APP/UI/APPLICATION,1200,IT.TA.LEVE,Verzeichnis Krankenhaeuser
tk.sys.tkx,DEV-FRAMEWORK/TKX,426,IT.AF.FRW,Framework GUI
kostenerstattung.biz.qs,QS-APP/BIZ,1667,IT.TA.LEBQ,Kostenerstattung
tk.sys.eai.adapter.batch.qs,QS-FRAMEWORK/BASE,485,IT.AF.FRW,Framework EAI
org.apache.httpcomponents.httpcore,EXTERNAL,135,Unbekannt,Unbekannt
arbeitgeberbeitrag.biz.qs.api,QS-APP/BIZ,1642,IT.TA.BCRM,Arbeitgeberbeitrag
schriftgut.ui,DEV-APP/UI/COMPONENT,1115,IT.BA.DOC,KISG-Java (Altsysteme)
versichertenbestandsfuehrung.ui,DEV-APP/UI/APPLICATION,1293,IT.TA.KEGK,Versichertenbestandsfuehrung
TKeasyBootstrap,DEV-FRAMEWORK/BOOTSTRAP,305,IT.AF.FRW,Framework Server
crm.ui.api,DEV-APP/UI/COMPONENT,1107,IT.TA.BCRM,CRM
einstufungsverlauf.ui,DEV-APP/UI/APPLICATION,1346,IT.TA.KEGK,Einstufungsverlauf
da-zahnaerzte.ui,DEV-APP/UI/APPLICATION,1271,IT.TA.LEVE,DA Zahnaerzte / Behandlungsfallnachweis
unfall-components.ui,DEV-APP/UI/COMPONENT,1146,IT.TA.LEBQ,Unfall
chroniker.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,944,IT.TA.LEBQ,Chronikerdaten
da-beitragsdifferenzierung-pv.biz.impl,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,791,IT.TA.KMEL,DA Beitragsdifferenzierung PV
gesundheitskarte.biz.qs,QS-APP/BIZ,1606,IT.TA.KEGK,Gesundheitskarte (eGK)
TKeasyStartup.qs,QS-FRAMEWORK/STARTUP,480,IT.AF.FRW,Framework Server
studienverlauf.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,770,IT.TA.KMEL,Studienverlauf
testdaten-versorgungsbezug-meldungen.biz.qs,QS-APP/BIZ,1710,IT.TA.KMEL,Versorgungsbezug-Meldungen
validation-api,EXTERNAL,159,Unbekannt,Unbekannt
hzv.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,856,IT.TA.LEVE,Hausarztzentrierte Versorgung (HzV)
leistungsuebersicht.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,815,IT.TA.LEBQ,Leistungsuebersicht
geocodingservice.biz,DEV-APP/BIZ/VERZEICHNIS,612,IT.TA.KEGK,Geschaeftspartner
kvnr-meldungen.ui.qs,QS-APP/UI,1876,IT.TA.KMEL,KVNr-Meldungen
tk.sys.gui.search,DEV-FRAMEWORK/GUI-APPLICATION,449,IT.AF.FRW,Framework GUI
meinetk.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,731,IT.ON.ONB1,MeineTK
gutachterverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,704,IT.TA.WAVE,Gutachter-Verzeichnis
da-aerzte-kollektiv.ui,DEV-APP/UI/APPLICATION,1277,IT.TA.LEVE,DA Ärzte / Einzelfallnachweis
testdaten-pzr.biz.impl,DEV-APP/BIZ/TESTDATEN,1069,IT.TA.ZED,Professionelle Zahnreinigung
datenaustausch-eel-uebergreifend.biz.qs,QS-APP/BIZ,1633,IT.TA.GL,DA Entgeltersatzleistungen
prozess-tutorial.ui.impl,DEV-MISC/SCHULUNG/PIF,1397,IT.AF.PEP,Prozess-Tutorial
tk-bpmn-schema-jaxb,EXTERNAL,232,Unbekannt,Unbekannt
haftpflichtversicherer.ui.api,DEV-APP/UI/APPLICATION,1223,IT.TA.LEBQ,Unfall
tkschriftgut-basis.biz,DEV-APP/BIZ/BASIS/INTERAKTION,653,IT.BA.DOC,KISG-Java (Altsysteme)
hilfsmittelverzeichnis.biz.qs,QS-APP/BIZ,1577,IT.TA.WAVE,Hilfsmittelverzeichnis
bcprov-jdk18on,EXTERNAL,47,Unbekannt,Unbekannt
jhall,EXTERNAL,90,Unbekannt,Unbekannt
tk.sys.util.webserver,DEV-FRAMEWORK/COMMUNICATION,350,IT.AF.FRW,Framework Server
mdkverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,708,IT.TA.WAVE,MDK-Verzeichnis
prozess-beispiel.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1039,IT.AF.PEP,Prozess-Beispiel
hochschul-meldungen.ui.qs,QS-APP/UI,1782,IT.TA.KMEL,Hochschul-Meldungen
jakarta.inject-api,EXTERNAL,220,Unbekannt,Unbekannt
melderegisterabgleich.ui.qs,QS-APP/UI,1769,IT.TA.KEGK,Melderegisterabgleich
akquise.ui.api,DEV-APP/UI/APPLICATION,1185,IT.TA.BCRM,CRM-Akquisemanager
tk.sys.process.bpm,DEV-FRAMEWORK/PROCESS,416,IT.AF.PEP,Framework Process
arbeitsunfaehigkeit.eel.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,915,IT.TA.GL,Arbeitsunfaehigkeit
eingabe-protokoll.biz,DEV-APP/BIZ/UEBERGREIFEND,1018,IT.AF.FRW,Eingabe-Protokoll
leistungen-basis.biz.qs,QS-APP/BIZ,1484,IT.TA.LEBQ,Leistungen-Basis
mutterschaftsgeld.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1058,IT.TA.GL,Mutterschaftsgeld (MUG)
neuaufnahmemanager.type,DEV-TYPE,570,IT.TA.KEGK,Neuaufnahmemanager
jemmy,EXTERNAL,87,Unbekannt,Unbekannt
pl.pragmatists.JUnitParams,EXTERNAL,170,Unbekannt,Unbekannt
korrespondenz.biz,DEV-APP/BIZ/BASIS/INTERAKTION,668,IT.BA.DOC,Kiss24-TKeasy
schriftgut-archiv.biz.qs,QS-APP/BIZ,1693,IT.BA.DOC,KISG-Java (Altsysteme)
testdaten-diga.biz,DEV-APP/BIZ/TESTDATEN,1068,IT.TA.ZED,Digitale Gesundheitsanwendung
korrespondenz.proc.api,DEV-APP/BIZ/GESCHAEFTSPROZESS,1029,IT.BA.DOC,Kiss24-TKeasy
pflegeversicherung.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1056,IT.TA.PV,Pflegeversicherung
diga.ext.outbound,DEV-APP/EXT-OUTBOUND,595,IT.TA.ZED,Digitale Gesundheitsanwendung
melderegisterabgleich.biz.qs,QS-APP/BIZ,1486,IT.TA.KEGK,Melderegisterabgleich
tk.sys.usersession,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,382,IT.AF.FRW,Framework Server
sozialhilfetraeger-components.ui,DEV-APP/UI/COMPONENT,1137,IT.TA.WAVE,Sozialhilfetraeger
crm-vorgang.ui.api,DEV-APP/UI/COMPONENT,1108,IT.TA.BCRM,CRM
dokumentenaufnahme.biz.qs,QS-APP/BIZ,1466,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
ca.uhn.hapi.fhir.org.hl7.fhir.dstu2016may,EXTERNAL/HAPI-FHIR,245,Unbekannt,Unbekannt
javax.websocket-api,EXTERNAL,-1,Unbekannt,Unbekannt
gericht.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,693,IT.TA.WAVE,Widerspruchsbearbeitung
org.mockito.mockito-core,EXTERNAL,168,Unbekannt,Unbekannt
org.apache.felix.gogo.command,EXTERNAL,6,Unbekannt,Unbekannt
akquise.biz.impl,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,871,IT.TA.BCRM,CRM-Akquisemanager
tk.sys.boi.persistence.qs,QS-FRAMEWORK/QS,521,IT.AF.FRW,Framework Persistenz
leistungssystem.ui.impl,DEV-APP/UI/COMPONENT,1173,IT.TA.LEBQ,Leistungssystem
arbeitsunfaehigkeit.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,935,IT.TA.GL,Arbeitsunfaehigkeit
eel.ui,DEV-APP/UI/APPLICATION,1350,IT.TA.GL,Entgeltersatzleistungen
einstufungsverlauf.biz.qs.api,QS-APP/BIZ,1477,IT.TA.KEGK,Einstufungsverlauf
tk.db.tuple.qs,QS-FRAMEWORK/QS,518,IT.AF.FRW,Framework Persistenz
transactions-osgi,EXTERNAL,55,Unbekannt,Unbekannt
kv-verzeichnis-rollen.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,702,IT.TA.WAVE,Behandler-Verzeichnis
classgraph,EXTERNAL,34,Unbekannt,Unbekannt
chroniker.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,943,IT.TA.LEBQ,Chronikerdaten
tk.help,DEV-FRAMEWORK/TOOL,467,IT.AF.FRW,Framework GUI
da-za-leistungsantraege.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,878,IT.TA.ZED,DA Zahnaerzte Leistungsantraege (ELAG)
gesundheitsprojekte.ui.qs,QS-APP/UI,1780,IT.TA.LEBQ,Gesundheitsprojekte
tk.sys.gui.component.imageviewer,DEV-FRAMEWORK/GUI-CORE,430,IT.AF.FRW,Framework GUI
tk.sys.communication.host,DEV-FRAMEWORK/SERVER,357,IT.AF.FRW,Framework Persistenz
korrespondenzpartner.ui,DEV-APP/UI/COMPONENT,1157,IT.TA.KEGK,Geschaeftspartner
prozess-beispiel.proc.api,DEV-APP/BIZ/GESCHAEFTSPROZESS,1038,IT.AF.PEP,Prozess-Beispiel
tk.sys.deploy,DEV-FRAMEWORK/SERVER,360,IT.AF.FRW,Framework Server
abr-sonst-leistungserbringer.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,977,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
api-management-beispiel.ext.outbound,DEV-APP/EXT-OUTBOUND/BSPL,604,IT.AF.PEP,API-Management-Beispiel
da-md-au.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1048,IT.TA.GL,Datenaustausch MD AU
eel.ui.qs,QS-APP/UI,1822,IT.TA.GL,Entgeltersatzleistungen
tk.sys.process.bpm.qs,QS-FRAMEWORK/QS,550,IT.AF.PEP,Framework Process
tk.sys.docarchive,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,370,IT.AF.FRW,Framework Server
geschaeftspartner-systemanforderungen.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1006,IT.TA.KEGK,Geschaeftspartner
diga.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1436,IT.TA.ZED,Digitale Gesundheitsanwendung
ext-webpdf,DEV-FRAMEWORK/EXT-OUTBOUND,454,IT.AF.FRW,Framework GUI
tk.tool.junit,DEV-FRAMEWORK/TOOL,468,IT.AF.FRW,Framework Server
org.apache.felix.gogo.shell,EXTERNAL,5,Unbekannt,Unbekannt
arzneimittelverzeichnis.biz.qs,QS-APP/BIZ,1463,IT.TA.WAVE,Arzneimittelverzeichnis
fusionsarchiv-allgemein.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,751,IT.TA.KEGK,Fusionsarchiv
fahrkosten.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,945,IT.TA.LEBQ,Fahrkosten
micrometer-commons,EXTERNAL,194,Unbekannt,Unbekannt
fusionsarchiv-stammdaten.ui,DEV-APP/UI/APPLICATION,1282,IT.TA.KEGK,Fusionsarchiv
haertefall.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1057,IT.TA.LEBQ,Haertefall - Belastungsgrenze
com.itextpdf.full,EXTERNAL,67,Unbekannt,Unbekannt
pflegeunterstuetzungsgeld.ui.qs,QS-APP/UI,1872,IT.TA.PV,Pflegeunterstuetzungsgeld
leistung.type,DEV-TYPE,567,IT.TA.LEBQ,Leistungen-Basis
versorgungsabrechnung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,877,IT.TA.LEVE,Ambulante Versorgungsabrechnungen
jakarta.ws.rs-api,EXTERNAL,158,Unbekannt,Unbekannt
jspecify,EXTERNAL,230,Unbekannt,Unbekannt
tk.sys.security,DEV-FRAMEWORK/SERVER,351,IT.AF.FRW,Framework Server
sonstigerleistungserbringer.ui.qs,QS-APP/UI,1862,IT.TA.LEBQ,Heilmittelverzeichnis
da-aerzte-hzv.biz.qs,QS-APP/BIZ,1669,IT.TA.LEVE,DA Hausarztzentrierte Versorgung
psychotherapie.biz.qs,QS-APP/BIZ,1697,IT.TA.LEBQ,Psychotherapie
tk.db.fieldmapper.qs,QS-FRAMEWORK/QS,519,IT.AF.FRW,Framework Persistenz
au-steuerung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,933,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
organisationsverwaltung.biz,DEV-APP/BIZ/BASIS/STRUKTUR,626,IT.AF.PIM,Organisations-Verwaltung
versorgungsabrechnung.biz.qs,QS-APP/BIZ,1469,IT.TA.LEVE,Ambulante Versorgungsabrechnungen
tk.sys.releasetest,DEV-FRAMEWORK/TOOL,464,IT.AF.FRW,Framework Server
diga.proc.qs,QS-APP/BIZ-TOP,1743,IT.TA.ZED,Digitale Gesundheitsanwendung
rsa-clearing.ui,DEV-APP/UI/APPLICATION,1365,IT.TA.KEGK,RSA-Clearing
geschaeftspartner.ui,DEV-APP/UI/COMPONENT,1113,IT.TA.KEGK,Geschaeftspartner
com.sun.xml.fastinfoset.FastInfoset,EXTERNAL,101,Unbekannt,Unbekannt
krebsregister.ui,DEV-APP/UI/APPLICATION,1354,IT.TA.LEVE,Krebsregister
tkeasy-environment,EXTERNAL,23,Unbekannt,Unbekannt
tk.sys.gui.base.qs,QS-FRAMEWORK/QS,527,IT.AF.FRW,Framework GUI
com4j,EXTERNAL,78,Unbekannt,Unbekannt
datenaustausch-eessi.leistung.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,832,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
neuaufnahmemanager.ui,DEV-APP/UI/APPLICATION,1356,IT.TA.KEGK,Neuaufnahmemanager
arbeitsunfaehigkeit.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1046,IT.TA.GL,Arbeitsunfaehigkeit
tk.core.api,DEV-FRAMEWORK/API/CORE-API,308,IT.AF.FRW,Framework Core
praeventionskurs.ui,DEV-APP/UI/APPLICATION,1244,IT.TA.LEBQ,Praeventionskurse
diga.ui.api,DEV-APP/UI/APPLICATION,1328,IT.TA.ZED,Digitale Gesundheitsanwendung
datenaustausch-eel.proc.qs,QS-APP/BIZ-TOP,1735,IT.TA.GL,DA Entgeltersatzleistungen
kunde-vor-ort.ext.outbound,DEV-APP/EXT-OUTBOUND,601,IT.TA.BCRM,CRM-Empfangssteuerung
leistungsuebersicht-impl.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,987,IT.TA.LEBQ,Leistungsuebersicht
regiplan.biz,DEV-APP/BIZ/BASIS/STRUKTUR,632,IT.TA.WAVE,Registratur
einstufungsverlauf.ui.qs,QS-APP/UI,1856,IT.TA.KEGK,Einstufungsverlauf
ca.uhn.hapi.fhir.org.hl7.fhir.dstu3,EXTERNAL/HAPI-FHIR,246,Unbekannt,Unbekannt
ca.uhn.hapi.fhir.org.hl7.fhir.dstu2,EXTERNAL/HAPI-FHIR,244,Unbekannt,Unbekannt
tk.util.qs.api,QS-FRAMEWORK/QS-API/QS-CORE-API,479,IT.AF.FRW,Framework Server
abr-sonst-leistungserbringer.ext.inbound,DEV-APP/EXTERN/INBOUND,1079,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
arbeitgeberbestandsfuehrung-uebergreifend.biz.qs,QS-APP/BIZ,1702,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
crm-components.ui,DEV-APP/UI/COMPONENT,1151,IT.TA.BCRM,CRM
zusatzvertrag-extern.biz.qs,QS-APP/BIZ,1561,IT.TA.WAVE,Zusatztarif / Zusatzversicherung
erv.ui.qs,QS-APP/UI,1911,IT.AF.PIM,Elektronischer Rechtsverkehr
krankenhausaufenthalt.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1422,IT.TA.LEVE,Krankenhausaufenthalt
kunde-vor-ort.ui.qs,QS-APP/UI,1895,IT.TA.BCRM,CRM-Empfangssteuerung
arztgebuehrenpositionen-api.biz,DEV-APP/BIZ/VERZEICHNIS,620,IT.TA.WAVE,Arztgebuehrenordnungsposition
da-za-leistungsantraege.ui.impl,DEV-APP/UI/APPLICATION,1190,IT.TA.ZED,DA Zahnaerzte Leistungsantraege (ELAG)
insolvenzmanagement.biz,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,841,IT.TA.BCRM,Insolvenzmanagement
hauptzollamt.biz.qs,QS-APP/BIZ,1647,IT.TA.BCRM,Vollstreckung
medizinproduktregress.ui.api,DEV-APP/UI/APPLICATION,1310,IT.TA.LEBQ,Medizinproduktregress
tk.sys.services.ecsarchive,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,376,IT.AF.FRW,Framework EAI
prozess-tutorial.biz.qs,QS-MISC/SCHULUNG/PIF,1950,IT.AF.PEP,Prozess-Tutorial
studienverlauf.ui,DEV-APP/UI/APPLICATION,1299,IT.TA.KMEL,Studienverlauf
tk.sys.gui,DEV-FRAMEWORK/GUI-BASE,424,IT.AF.FRW,Framework GUI
hochschul-meldungen.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,769,IT.TA.KMEL,Hochschul-Meldungen
datenaustausch-eessi-basis.biz,DEV-APP/BIZ/BASIS/INTERAKTION,672,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
leistungssystem.biz.qs.api,QS-APP/BIZ,1482,IT.TA.LEBQ,Leistungssystem
asv-verzeichnis.ui,DEV-APP/UI/APPLICATION,1358,IT.TA.LEVE,DA Ambulante spezialfachaerztliche Versorgung
com.sun.activation.jakarta.activation,EXTERNAL,-1,Unbekannt,Unbekannt
sozialhilfetraeger-abrechnung.leistung.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,830,IT.TA.WAVE,Sozialhilfetraeger
tk.sys.gui.application,DEV-FRAMEWORK/GUI-CORE,433,IT.AF.FRW,Framework GUI
vorgang-intern.biz.qs,QS-APP/BIZ,1694,IT.AF.PIM,Vorgangssystem
tk.sys.eai.adapter.kafka,DEV-FRAMEWORK/EAI,388,IT.AF.FRW,Framework EAI
tk.sys.eai.adapter.sap.qs,QS-FRAMEWORK/QS,500,IT.AF.FRW,Framework EAI
da-aerzte-kollektiv.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,891,IT.TA.LEVE,DA Ärzte / Einzelfallnachweis
leistung-services.ke.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,801,IT.TA.LEBQ,Leistung-Services
hzv.ui.qs,QS-APP/UI,1846,IT.TA.LEVE,Hausarztzentrierte Versorgung (HzV)
datenaustausch-finanzverwaltung.biz.qs,QS-APP/BIZ,1567,IT.TA.BCRM,Steuerdaten
model-repository-signature,EXTERNAL,234,Unbekannt,Unbekannt
com.fasterxml.woodstox.woodstox-core,EXTERNAL,97,Unbekannt,Unbekannt
ch.qos.logback.classic,EXTERNAL,121,Unbekannt,Unbekannt
da-mitteilungsverfahren-rv.ui.qs,QS-APP/UI,1764,IT.TA.LEVE,DA Mitteilungsverfahren RV
da-aerzte-hybrid-drg.ui.qs,QS-APP/UI,1827,IT.TA.LEVE,DA Ärzte Hybrid-DRG
leistungssystem.ui.qs,QS-APP/UI,1837,IT.TA.LEBQ,Leistungssystem
hilfsmittelversorgung.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1433,IT.TA.LEBQ,Hilfsmittel
leistungsaushilfe-ausland.biz.qs,QS-APP/BIZ,1603,IT.TA.ZED,Leistungsaushilfe Ausland
vertriebspartner.biz.qs.api,QS-APP/BIZ,1471,IT.TA.BCRM,Vertriebsmanagement
tk.sys.gui.metrics.qs,QS-FRAMEWORK/QS,528,IT.AF.FRW,Framework GUI
tk.sys.server.dispatcher,DEV-FRAMEWORK/SERVER,356,IT.AF.FRW,Framework Server
bankverzeichnis.ext.inbound,DEV-APP/EXTERN/INBOUND,1081,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
bankverzeichnis.ui,DEV-APP/UI/APPLICATION,1231,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
kur.ext.outbound,DEV-APP/EXT-OUTBOUND,586,IT.TA.LEVE,Kur
medizinproduktregress.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,898,IT.TA.LEBQ,Medizinproduktregress
